checking_account,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,personal_status,other_debtors,residence_since,property,age_years,other_installments,housing,existing_credits,job,num_dependents,telephone,foreign_worker,default
less_0,27,critical,retraining,17987,less_100,unemployed,2,female_div,none,3,real_estate,25,none,rent,2,skilled,2,none,yes,0
no_checking,22,critical,business,12320,less_100,1_to_4yr,3,male_single,none,1,car,35,none,own,2,skilled,2,none,yes,1
0_to_200,63,all_paid,education,8384,less_100,1_to_4yr,3,male_single,guarantor,1,real_estate,46,none,own,2,skilled,2,none,yes,1
0_to_200,42,critical,domestic,1174,less_100,1_to_4yr,3,male_single,none,1,no_property,56,bank,own,1,unskilled_nonresident,2,none,yes,0
no_checking,21,no_credits,education,5756,over_1000,1_to_4yr,1,female_div,none,3,real_estate,40,none,own,4,skilled,2,yes,yes,1
no_checking,22,existing_paid,radio_tv,13900,no_known_savings,less_1yr,4,male_single,none,4,real_estate,33,none,own,2,unskilled_resident,2,yes,yes,1
0_to_200,39,existing_paid,business,2645,less_100,less_1yr,1,female_div,none,2,real_estate,55,none,own,1,unskilled_resident,2,none,yes,1
0_to_200,58,delayed,furniture,15560,no_known_savings,over_7yr,1,male_married,none,1,savings_insurance,33,none,own,1,skilled,2,none,yes,0
no_checking,72,critical,repairs,8476,no_known_savings,1_to_4yr,4,male_single,none,4,real_estate,68,none,own,4,highly_qualified,1,none,yes,0
no_checking,50,existing_paid,car,12031,less_100,1_to_4yr,3,female_div,none,2,savings_insurance,68,none,own,3,skilled,2,none,yes,1
no_checking,52,existing_paid,education,5765,less_100,unemployed,3,male_single,none,1,no_property,43,none,own,3,skilled,1,none,yes,1
less_0,36,existing_paid,furniture,3615,less_100,unemployed,4,male_single,none,2,car,71,none,own,3,skilled,2,yes,yes,1
less_0,24,critical,domestic,17222,less_100,4_to_7yr,4,male_single,none,2,car,39,none,own,2,highly_qualified,2,none,yes,1
no_checking,25,existing_paid,education,11660,no_known_savings,1_to_4yr,1,male_single,none,4,real_estate,73,bank,rent,4,skilled,2,yes,yes,1
less_0,51,existing_paid,business,9345,less_100,1_to_4yr,2,male_div,none,2,car,56,none,free,3,unskilled_resident,1,none,no,1
0_to_200,40,existing_paid,business,10611,over_1000,less_1yr,4,male_single,co-applicant,1,real_estate,20,none,own,2,skilled,1,none,yes,1
no_checking,18,existing_paid,education,8781,over_1000,4_to_7yr,1,male_single,none,4,no_property,45,none,free,4,skilled,2,none,yes,1
no_checking,38,existing_paid,domestic,4520,less_100,less_1yr,2,female_div,none,3,real_estate,67,none,own,2,unskilled_resident,2,yes,yes,1
0_to_200,35,existing_paid,business,10156,less_100,less_1yr,3,female_div,none,3,savings_insurance,50,stores,own,3,unskilled_resident,2,none,yes,1
0_to_200,14,critical,business,17190,500_to_1000,1_to_4yr,3,male_single,co-applicant,4,savings_insurance,39,bank,own,3,skilled,2,none,yes,1
less_0,13,existing_paid,car,11529,no_known_savings,less_1yr,1,male_div,none,3,no_property,22,none,own,1,skilled,1,yes,yes,1
less_0,60,critical,domestic,5702,100_to_500,less_1yr,1,female_div,none,2,real_estate,62,none,own,1,skilled,1,none,yes,0
no_checking,28,existing_paid,domestic,6727,over_1000,4_to_7yr,4,male_single,none,1,car,37,none,own,4,unskilled_resident,2,none,yes,1
less_0,5,existing_paid,retraining,17650,no_known_savings,4_to_7yr,3,male_single,none,2,real_estate,20,none,own,2,skilled,1,none,yes,1
less_0,67,critical,retraining,6720,no_known_savings,over_7yr,1,male_single,none,4,car,44,none,own,2,skilled,1,none,yes,0
no_checking,38,delayed,business,2312,over_1000,1_to_4yr,3,female_div,none,1,no_property,52,bank,own,3,unskilled_resident,2,none,yes,0
no_checking,10,critical,repairs,9280,less_100,less_1yr,3,female_div,none,4,savings_insurance,32,bank,own,3,skilled,2,none,yes,0
no_checking,21,existing_paid,retraining,2063,no_known_savings,less_1yr,4,female_div,co-applicant,4,savings_insurance,33,bank,own,4,unskilled_resident,2,none,yes,1
no_checking,70,all_paid,business,11921,less_100,over_7yr,2,male_single,none,4,no_property,38,none,own,1,skilled,1,none,yes,0
no_checking,45,critical,others,14558,less_100,1_to_4yr,4,male_single,none,2,car,52,none,free,3,skilled,2,yes,yes,1
no_checking,42,all_paid,radio_tv,2563,less_100,4_to_7yr,1,male_single,none,1,savings_insurance,54,none,own,2,skilled,1,yes,yes,1
no_checking,44,existing_paid,radio_tv,9956,less_100,unemployed,4,male_single,co-applicant,1,car,37,none,own,3,unskilled_resident,2,none,yes,1
no_checking,27,delayed,domestic,17865,over_1000,1_to_4yr,4,female_div,none,1,car,27,none,own,1,skilled,2,none,yes,1
0_to_200,63,critical,repairs,10087,less_100,unemployed,3,female_div,none,2,real_estate,25,stores,free,2,skilled,1,none,yes,0
less_0,49,existing_paid,car,6081,less_100,1_to_4yr,4,male_single,none,3,no_property,48,bank,own,1,skilled,1,none,yes,0
0_to_200,22,existing_paid,retraining,4306,less_100,over_7yr,1,male_single,none,2,savings_insurance,31,none,own,4,unskilled_resident,1,none,yes,1
0_to_200,71,existing_paid,others,555,less_100,over_7yr,2,male_single,none,2,real_estate,45,none,own,4,unskilled_nonresident,1,none,yes,1
less_0,45,critical,business,14597,no_known_savings,1_to_4yr,4,male_single,none,4,no_property,62,none,rent,1,skilled,1,yes,no,0
no_checking,35,critical,repairs,1939,over_1000,1_to_4yr,4,male_single,none,1,savings_insurance,53,none,rent,2,skilled,1,none,yes,1
less_0,42,existing_paid,domestic,4167,100_to_500,over_7yr,2,male_single,none,1,real_estate,31,none,own,1,unskilled_resident,2,yes,yes,1
less_0,39,delayed,retraining,3186,less_100,4_to_7yr,1,male_single,none,3,car,33,none,own,3,skilled,1,none,yes,0
0_to_200,39,critical,repairs,4112,less_100,unemployed,1,male_single,none,3,no_property,64,none,own,3,skilled,1,none,yes,0
less_0,6,critical,retraining,14756,less_100,1_to_4yr,4,male_single,none,4,no_property,74,none,own,1,skilled,2,none,yes,0
no_checking,11,existing_paid,car,14568,less_100,less_1yr,3,male_single,none,1,no_property,27,none,own,3,skilled,1,none,yes,1
no_checking,44,all_paid,car,15550,less_100,1_to_4yr,4,female_div,none,3,no_property,63,none,rent,1,skilled,1,none,yes,0
no_checking,71,existing_paid,radio_tv,5899,less_100,1_to_4yr,2,male_single,none,3,real_estate,41,none,own,3,unskilled_resident,2,none,yes,1
less_0,16,existing_paid,furniture,15924,over_1000,1_to_4yr,2,male_married,none,1,savings_insurance,72,none,own,1,unskilled_resident,2,yes,yes,1
less_0,52,delayed,furniture,17976,less_100,1_to_4yr,2,male_single,none,2,no_property,54,none,own,3,skilled,2,none,yes,0
no_checking,63,existing_paid,retraining,5810,less_100,less_1yr,4,male_single,none,3,savings_insurance,71,none,rent,2,skilled,1,none,yes,1
over_200,5,critical,furniture,15701,less_100,1_to_4yr,4,male_single,none,1,car,58,none,own,2,skilled,2,yes,yes,1
less_0,63,existing_paid,domestic,1329,no_known_savings,over_7yr,1,male_single,none,3,car,21,none,free,3,skilled,1,yes,yes,1
no_checking,8,no_credits,furniture,14233,less_100,4_to_7yr,3,female_div,co-applicant,4,savings_insurance,52,none,own,1,highly_qualified,2,yes,no,0
no_checking,47,existing_paid,education,15577,less_100,1_to_4yr,4,male_single,none,3,no_property,37,stores,own,3,skilled,1,none,yes,1
no_checking,30,delayed,business,13005,less_100,over_7yr,1,male_married,none,1,savings_insurance,46,none,own,4,skilled,2,none,yes,1
no_checking,35,existing_paid,domestic,7485,100_to_500,over_7yr,4,male_div,none,3,savings_insurance,41,none,own,4,skilled,2,none,yes,1
no_checking,24,critical,repairs,17447,less_100,less_1yr,1,male_single,co-applicant,4,no_property,58,none,rent,1,skilled,2,none,yes,0
no_checking,11,existing_paid,domestic,2281,100_to_500,unemployed,1,male_single,none,4,savings_insurance,67,stores,own,3,highly_qualified,1,none,yes,1
no_checking,53,existing_paid,radio_tv,8764,less_100,4_to_7yr,3,female_div,none,3,real_estate,63,bank,own,3,skilled,1,none,yes,1
no_checking,70,existing_paid,repairs,9345,less_100,over_7yr,4,male_single,none,3,car,25,none,own,2,highly_qualified,2,yes,yes,1
0_to_200,47,existing_paid,others,14537,100_to_500,over_7yr,1,female_div,none,4,no_property,59,bank,own,1,unskilled_resident,2,yes,no,1
no_checking,61,existing_paid,business,6161,less_100,over_7yr,2,male_single,none,4,no_property,30,stores,own,4,unskilled_resident,2,none,yes,1
less_0,6,critical,business,11945,less_100,1_to_4yr,2,male_single,none,2,no_property,32,none,rent,4,skilled,2,none,yes,1
less_0,5,existing_paid,business,3590,less_100,1_to_4yr,2,male_single,none,2,car,64,bank,rent,1,skilled,1,none,yes,1
over_200,47,critical,business,8126,less_100,unemployed,3,male_single,none,4,real_estate,33,bank,own,4,unskilled_resident,2,none,yes,1
no_checking,5,existing_paid,retraining,16146,no_known_savings,less_1yr,1,male_div,none,3,no_property,21,none,own,1,highly_qualified,2,none,yes,1
less_0,38,existing_paid,business,12685,less_100,1_to_4yr,3,male_single,none,1,no_property,33,none,rent,4,skilled,1,yes,yes,1
over_200,33,existing_paid,business,1391,less_100,1_to_4yr,4,female_div,none,3,real_estate,69,none,rent,4,skilled,1,none,yes,1
0_to_200,11,existing_paid,business,9531,less_100,1_to_4yr,4,male_single,none,3,real_estate,42,bank,own,1,skilled,2,none,yes,1
0_to_200,25,existing_paid,retraining,2288,over_1000,4_to_7yr,1,male_single,none,2,no_property,70,none,own,1,skilled,2,none,yes,1
no_checking,47,critical,car,4520,less_100,less_1yr,2,male_single,none,2,no_property,64,none,own,4,unskilled_resident,1,yes,yes,0
no_checking,61,existing_paid,domestic,10296,100_to_500,1_to_4yr,1,male_single,none,2,no_property,26,bank,own,4,highly_qualified,1,yes,yes,0
0_to_200,39,critical,domestic,4933,no_known_savings,less_1yr,1,male_single,none,4,no_property,23,stores,free,2,skilled,2,yes,yes,0
0_to_200,72,existing_paid,repairs,17128,less_100,1_to_4yr,1,male_single,none,4,car,69,bank,rent,3,unskilled_resident,1,none,yes,1
less_0,34,critical,education,7366,100_to_500,4_to_7yr,3,female_div,guarantor,3,car,22,none,own,1,highly_qualified,1,none,yes,0
less_0,50,critical,domestic,2034,less_100,4_to_7yr,4,male_single,none,3,car,32,none,own,1,highly_qualified,2,none,yes,0
no_checking,58,existing_paid,furniture,4036,less_100,over_7yr,1,male_single,none,1,real_estate,34,none,rent,3,skilled,2,none,yes,1
0_to_200,65,critical,education,9440,less_100,less_1yr,1,female_div,none,3,no_property,38,none,own,2,highly_qualified,1,yes,yes,0
no_checking,33,existing_paid,business,5678,no_known_savings,1_to_4yr,1,female_div,none,3,savings_insurance,42,none,own,4,skilled,2,none,yes,1
no_checking,58,delayed,business,6931,less_100,1_to_4yr,3,male_single,none,2,car,24,none,free,4,highly_qualified,2,none,yes,1
less_0,19,critical,retraining,7143,less_100,1_to_4yr,3,male_single,none,2,savings_insurance,73,none,own,2,unskilled_resident,2,none,yes,0
less_0,15,existing_paid,education,12911,100_to_500,over_7yr,3,male_div,co-applicant,2,savings_insurance,49,none,free,2,skilled,2,none,no,1
no_checking,20,critical,furniture,15142,less_100,4_to_7yr,1,female_div,none,2,real_estate,24,none,rent,3,skilled,2,none,yes,1
no_checking,19,critical,retraining,9893,over_1000,over_7yr,2,male_single,co-applicant,2,real_estate,53,none,own,3,unskilled_resident,1,none,yes,1
less_0,15,existing_paid,repairs,10193,over_1000,less_1yr,2,male_single,none,1,real_estate,33,none,rent,4,skilled,1,none,yes,1
no_checking,11,critical,education,10722,less_100,over_7yr,2,female_div,none,1,real_estate,47,none,own,2,skilled,2,none,yes,1
less_0,6,existing_paid,business,13242,less_100,unemployed,4,male_single,none,1,no_property,21,none,own,2,skilled,2,yes,yes,1
no_checking,19,critical,business,11376,500_to_1000,over_7yr,1,male_married,none,2,real_estate,29,none,rent,4,unskilled_resident,2,none,yes,1
less_0,33,critical,radio_tv,7119,over_1000,1_to_4yr,2,male_single,none,4,real_estate,21,bank,own,4,skilled,1,none,yes,1
less_0,26,existing_paid,retraining,7919,less_100,1_to_4yr,2,female_div,none,2,car,46,none,rent,4,unskilled_resident,1,none,yes,1
no_checking,8,delayed,car,11788,less_100,1_to_4yr,2,male_single,none,2,car,28,none,own,4,skilled,1,yes,yes,1
no_checking,68,critical,car,10315,less_100,over_7yr,1,male_single,guarantor,1,real_estate,68,none,free,4,highly_qualified,1,yes,yes,0
no_checking,33,delayed,retraining,10421,less_100,unemployed,2,male_div,none,2,no_property,51,stores,rent,3,skilled,2,none,yes,0
no_checking,24,critical,others,17946,less_100,1_to_4yr,2,male_single,none,1,no_property,66,bank,rent,4,skilled,2,none,yes,0
over_200,25,existing_paid,retraining,3212,less_100,over_7yr,1,male_single,none,2,real_estate,34,none,own,2,unskilled_resident,1,yes,yes,1
no_checking,35,delayed,repairs,14101,no_known_savings,1_to_4yr,4,male_single,none,3,savings_insurance,28,none,own,1,skilled,1,yes,yes,0
0_to_200,36,existing_paid,business,13229,no_known_savings,less_1yr,3,male_single,none,4,no_property,51,none,rent,3,highly_qualified,2,none,yes,1
no_checking,19,existing_paid,furniture,5546,less_100,1_to_4yr,2,male_single,none,4,no_property,54,none,own,2,highly_qualified,2,none,yes,1
0_to_200,41,existing_paid,others,14995,less_100,1_to_4yr,3,female_div,none,1,car,21,none,free,1,skilled,2,none,yes,1
0_to_200,17,existing_paid,education,5980,less_100,over_7yr,4,male_single,none,3,real_estate,23,none,rent,3,unskilled_resident,2,yes,yes,1
less_0,39,delayed,others,14171,less_100,4_to_7yr,4,male_single,none,4,savings_insurance,30,bank,own,4,skilled,2,none,yes,1
less_0,26,no_credits,furniture,376,less_100,1_to_4yr,2,male_single,none,1,car,62,bank,own,3,unskilled_resident,1,none,yes,0
less_0,69,critical,radio_tv,5852,less_100,over_7yr,1,female_div,none,2,real_estate,31,none,own,4,skilled,2,none,yes,0
no_checking,5,existing_paid,business,17825,less_100,1_to_4yr,4,female_div,none,2,savings_insurance,42,none,own,4,skilled,1,none,yes,1
0_to_200,68,existing_paid,car,12831,over_1000,unemployed,3,male_single,none,3,car,62,none,rent,4,skilled,1,yes,yes,1
0_to_200,70,existing_paid,retraining,16247,less_100,less_1yr,3,male_single,none,4,savings_insurance,50,none,free,1,skilled,2,yes,yes,1
over_200,55,existing_paid,retraining,18000,less_100,1_to_4yr,3,male_married,none,2,no_property,34,bank,free,3,skilled,1,none,yes,1
no_checking,65,existing_paid,car,9461,less_100,less_1yr,3,male_single,none,1,no_property,50,none,rent,4,skilled,1,yes,yes,0
0_to_200,26,critical,others,15247,over_1000,over_7yr,4,female_div,none,2,savings_insurance,63,none,rent,2,highly_qualified,2,none,yes,1
over_200,29,critical,business,6921,less_100,4_to_7yr,2,male_div,none,2,no_property,55,none,free,3,skilled,1,yes,yes,1
no_checking,71,existing_paid,domestic,12521,less_100,less_1yr,2,female_div,none,4,real_estate,74,bank,own,2,skilled,2,yes,yes,1
no_checking,58,existing_paid,repairs,9126,less_100,1_to_4yr,3,male_single,guarantor,4,no_property,54,none,own,1,skilled,2,yes,yes,0
0_to_200,9,no_credits,furniture,3137,less_100,4_to_7yr,2,female_div,none,1,real_estate,39,none,own,1,skilled,1,yes,yes,1
less_0,38,existing_paid,others,9904,no_known_savings,over_7yr,3,female_div,none,3,real_estate,65,none,own,3,unskilled_nonresident,2,none,yes,1
0_to_200,25,all_paid,education,4336,less_100,over_7yr,3,female_div,none,3,car,30,none,own,1,unskilled_resident,2,yes,yes,1
no_checking,46,existing_paid,radio_tv,4430,no_known_savings,1_to_4yr,1,male_single,none,2,savings_insurance,69,bank,own,1,skilled,1,none,yes,1
0_to_200,18,delayed,retraining,3091,less_100,4_to_7yr,4,male_single,none,1,no_property,39,bank,own,3,skilled,2,none,yes,0
no_checking,63,critical,others,6290,less_100,1_to_4yr,4,male_single,none,3,savings_insurance,69,bank,own,2,highly_qualified,1,none,yes,0
no_checking,15,existing_paid,radio_tv,10554,less_100,1_to_4yr,3,male_single,none,3,savings_insurance,39,none,own,4,highly_qualified,1,none,yes,1
no_checking,52,existing_paid,furniture,5008,100_to_500,less_1yr,4,female_div,none,2,savings_insurance,61,none,own,3,unskilled_resident,2,yes,yes,1
0_to_200,45,critical,retraining,17260,no_known_savings,less_1yr,2,male_single,none,1,savings_insurance,71,none,free,3,highly_qualified,1,none,yes,0
0_to_200,41,delayed,retraining,16484,100_to_500,1_to_4yr,3,male_single,none,3,savings_insurance,24,bank,own,4,skilled,2,yes,yes,0
less_0,48,all_paid,domestic,5264,less_100,less_1yr,1,male_single,none,4,car,27,none,own,2,skilled,1,yes,yes,0
no_checking,38,existing_paid,others,1625,less_100,unemployed,2,female_div,none,4,no_property,19,none,own,4,unskilled_resident,2,yes,yes,1
0_to_200,33,existing_paid,business,1431,no_known_savings,4_to_7yr,1,male_div,none,2,no_property,30,stores,own,4,unskilled_resident,2,none,no,1
less_0,33,existing_paid,car,740,over_1000,unemployed,1,male_single,co-applicant,2,no_property,32,none,rent,2,skilled,1,none,yes,1
0_to_200,9,critical,car,3979,no_known_savings,1_to_4yr,4,male_single,none,2,real_estate,24,none,own,2,highly_qualified,1,none,yes,0
less_0,70,delayed,repairs,6224,less_100,1_to_4yr,4,male_single,none,2,car,19,stores,own,4,skilled,2,none,yes,0
no_checking,10,delayed,education,2132,less_100,over_7yr,3,female_div,none,3,savings_insurance,40,none,free,4,unskilled_resident,2,yes,yes,1
less_0,55,critical,radio_tv,3237,less_100,1_to_4yr,4,female_div,co-applicant,1,car,52,none,own,3,highly_qualified,1,yes,yes,0
no_checking,17,existing_paid,others,5835,less_100,unemployed,1,male_married,none,2,savings_insurance,74,none,own,2,highly_qualified,2,none,yes,1
0_to_200,18,existing_paid,education,3409,no_known_savings,1_to_4yr,1,male_single,none,2,no_property,29,none,own,1,unskilled_nonresident,2,yes,yes,1
less_0,24,existing_paid,domestic,4780,less_100,over_7yr,2,male_married,none,3,car,21,none,own,2,skilled,1,none,yes,1
no_checking,38,existing_paid,retraining,17315,less_100,over_7yr,1,male_single,none,2,no_property,60,none,own,4,skilled,1,none,yes,1
0_to_200,69,critical,business,1323,less_100,1_to_4yr,3,female_div,none,2,no_property,24,none,own,4,skilled,2,none,yes,0
no_checking,5,existing_paid,others,13993,less_100,1_to_4yr,3,male_single,none,1,no_property,24,none,own,4,skilled,1,none,yes,1
less_0,38,existing_paid,education,2943,less_100,over_7yr,4,male_div,none,4,no_property,38,none,own,4,skilled,1,yes,yes,1
0_to_200,23,existing_paid,education,9812,less_100,less_1yr,4,male_single,none,2,savings_insurance,39,none,own,1,skilled,2,yes,yes,1
less_0,13,critical,business,4590,less_100,1_to_4yr,4,female_div,none,3,real_estate,20,bank,own,2,skilled,1,yes,yes,1
no_checking,28,existing_paid,repairs,2406,less_100,1_to_4yr,3,female_div,none,1,savings_insurance,44,none,own,1,skilled,1,none,yes,1
over_200,69,existing_paid,radio_tv,16434,over_1000,unemployed,1,male_single,none,3,real_estate,49,none,rent,1,skilled,2,none,yes,1
less_0,28,delayed,radio_tv,8216,over_1000,1_to_4yr,4,male_single,none,1,car,44,none,own,4,skilled,1,none,yes,1
no_checking,57,critical,education,2830,100_to_500,less_1yr,2,male_div,none,1,savings_insurance,74,none,own,1,skilled,2,yes,yes,0
no_checking,36,existing_paid,furniture,7507,less_100,4_to_7yr,4,male_single,none,2,car,50,bank,own,4,unskilled_resident,1,none,yes,1
0_to_200,39,existing_paid,education,2409,no_known_savings,over_7yr,3,male_single,none,2,no_property,28,none,own,4,skilled,1,none,yes,1
less_0,17,delayed,education,16422,less_100,less_1yr,4,male_single,none,2,no_property,41,stores,own,4,skilled,2,yes,yes,1
less_0,68,existing_paid,business,14150,less_100,over_7yr,1,female_div,none,4,real_estate,24,bank,own,1,skilled,1,yes,yes,1
0_to_200,57,existing_paid,retraining,11690,less_100,unemployed,4,male_single,none,4,savings_insurance,41,none,own,4,skilled,1,yes,yes,1
0_to_200,55,existing_paid,business,14928,less_100,1_to_4yr,3,male_single,none,3,savings_insurance,46,none,own,1,skilled,1,yes,yes,1
no_checking,6,critical,others,14686,100_to_500,less_1yr,3,male_single,none,2,savings_insurance,67,none,own,2,skilled,1,none,yes,1
no_checking,44,existing_paid,education,12271,100_to_500,over_7yr,2,male_single,none,4,no_property,48,stores,own,4,skilled,1,none,yes,1
no_checking,9,critical,radio_tv,7022,less_100,4_to_7yr,3,male_div,none,2,car,32,stores,own,3,highly_qualified,1,none,yes,1
0_to_200,28,delayed,radio_tv,1877,less_100,4_to_7yr,2,male_married,none,4,car,55,none,own,3,skilled,2,none,yes,1
no_checking,16,critical,car,11914,less_100,over_7yr,1,female_div,none,4,no_property,73,none,free,3,skilled,1,none,yes,1
less_0,11,critical,repairs,8469,no_known_savings,4_to_7yr,3,male_single,none,1,no_property,50,none,own,3,skilled,1,none,yes,1
0_to_200,24,existing_paid,domestic,9963,less_100,over_7yr,4,male_div,none,2,real_estate,67,bank,own,3,skilled,2,yes,yes,1
0_to_200,71,critical,others,8738,no_known_savings,4_to_7yr,1,male_single,none,2,car,52,none,free,1,skilled,2,none,yes,0
no_checking,28,existing_paid,others,2431,less_100,over_7yr,4,male_single,none,4,savings_insurance,59,none,rent,2,skilled,2,none,yes,1
0_to_200,71,critical,repairs,11844,less_100,1_to_4yr,4,male_married,none,2,savings_insurance,62,none,own,1,skilled,1,yes,yes,0
no_checking,48,delayed,domestic,7414,less_100,less_1yr,4,female_div,none,4,real_estate,69,none,rent,4,skilled,2,none,yes,0
0_to_200,63,delayed,retraining,1151,less_100,1_to_4yr,1,female_div,none,2,savings_insurance,40,stores,own,2,unskilled_resident,2,yes,yes,0
no_checking,15,critical,education,9540,less_100,less_1yr,1,female_div,none,1,savings_insurance,49,bank,rent,2,skilled,1,yes,yes,0
less_0,35,critical,domestic,18311,100_to_500,1_to_4yr,3,male_single,none,2,real_estate,25,none,free,2,highly_qualified,2,yes,yes,0
0_to_200,16,existing_paid,furniture,3131,less_100,1_to_4yr,4,male_single,none,1,car,59,none,own,2,highly_qualified,1,none,yes,1
no_checking,34,existing_paid,car,13308,less_100,1_to_4yr,2,female_div,none,3,no_property,39,none,own,3,skilled,1,yes,yes,1
no_checking,23,existing_paid,domestic,5872,less_100,unemployed,3,male_single,none,2,real_estate,34,none,rent,4,highly_qualified,1,none,yes,1
0_to_200,21,existing_paid,domestic,1628,less_100,less_1yr,1,male_single,none,2,real_estate,38,none,own,2,skilled,1,yes,yes,1
0_to_200,63,existing_paid,car,17882,over_1000,1_to_4yr,2,female_div,none,2,no_property,61,none,own,2,skilled,1,none,yes,1
less_0,66,critical,education,5900,less_100,over_7yr,1,female_div,none,1,real_estate,62,none,own,3,skilled,2,none,yes,1
0_to_200,9,existing_paid,domestic,12683,less_100,1_to_4yr,2,male_single,co-applicant,2,no_property,65,stores,own,1,unskilled_resident,1,yes,no,1
less_0,35,no_credits,car,9706,less_100,1_to_4yr,3,female_div,none,2,car,68,bank,own,1,skilled,2,none,yes,0
no_checking,46,existing_paid,car,7286,500_to_1000,4_to_7yr,2,female_div,none,4,savings_insurance,37,none,own,1,skilled,1,yes,yes,1
no_checking,5,existing_paid,car,6737,no_known_savings,1_to_4yr,3,female_div,none,3,real_estate,66,stores,rent,4,skilled,2,none,yes,1
no_checking,63,delayed,business,17692,less_100,1_to_4yr,1,male_single,none,1,real_estate,50,stores,rent,1,skilled,1,yes,yes,0
0_to_200,26,existing_paid,business,4498,less_100,1_to_4yr,2,male_single,none,4,real_estate,33,bank,own,2,skilled,1,yes,yes,1
less_0,34,existing_paid,furniture,4853,less_100,less_1yr,4,male_single,none,1,real_estate,23,stores,free,3,skilled,1,none,yes,0
less_0,8,existing_paid,retraining,12882,less_100,over_7yr,4,male_single,none,4,car,29,bank,own,3,unskilled_resident,2,none,yes,1
less_0,37,no_credits,business,470,less_100,less_1yr,1,male_single,none,3,real_estate,33,none,own,1,skilled,2,yes,yes,0
over_200,13,critical,business,14476,less_100,1_to_4yr,2,male_single,none,4,car,47,none,rent,3,skilled,2,yes,no,1
no_checking,5,critical,retraining,5068,500_to_1000,unemployed,4,male_single,guarantor,1,car,68,none,own,2,skilled,1,none,yes,1
less_0,14,existing_paid,repairs,7599,less_100,less_1yr,3,male_div,none,2,savings_insurance,63,none,own,1,skilled,1,yes,yes,1
less_0,53,existing_paid,car,5868,less_100,4_to_7yr,2,male_single,co-applicant,2,real_estate,22,none,own,2,skilled,2,none,yes,1
less_0,34,critical,others,10106,less_100,less_1yr,2,female_div,co-applicant,3,real_estate,67,bank,own,4,skilled,1,none,yes,0
no_checking,59,critical,retraining,4826,no_known_savings,less_1yr,4,female_div,none,1,real_estate,54,none,own,2,highly_qualified,2,none,yes,0
0_to_200,12,critical,furniture,15457,less_100,1_to_4yr,3,male_single,none,1,car,66,none,free,2,skilled,1,yes,yes,0
over_200,24,delayed,education,1712,less_100,unemployed,3,male_married,none,1,savings_insurance,41,none,rent,2,skilled,2,yes,yes,1
less_0,31,existing_paid,furniture,16155,less_100,less_1yr,3,female_div,none,3,no_property,33,none,own,2,skilled,2,none,yes,1
0_to_200,65,existing_paid,car,16502,less_100,over_7yr,2,male_single,none,2,savings_insurance,64,none,free,4,unskilled_resident,1,none,yes,0
0_to_200,10,delayed,retraining,8486,less_100,4_to_7yr,1,female_div,none,4,savings_insurance,62,none,own,1,unskilled_resident,2,yes,yes,1
0_to_200,19,delayed,furniture,8063,less_100,over_7yr,2,male_single,none,3,car,21,none,own,2,unskilled_resident,1,none,yes,1
no_checking,7,critical,furniture,2318,less_100,over_7yr,2,female_div,none,4,car,50,none,own,1,unskilled_resident,1,yes,yes,1
less_0,7,delayed,repairs,6003,less_100,4_to_7yr,4,male_single,none,2,real_estate,28,bank,own,3,unskilled_resident,1,none,yes,1
less_0,43,existing_paid,repairs,7487,no_known_savings,unemployed,1,female_div,none,3,real_estate,58,none,own,2,unskilled_resident,2,none,yes,1
less_0,20,no_credits,retraining,14425,500_to_1000,4_to_7yr,3,male_single,none,2,car,56,none,own,2,unskilled_resident,2,none,yes,1
0_to_200,55,existing_paid,car,6441,100_to_500,over_7yr,4,female_div,none,4,savings_insurance,40,none,own,3,skilled,2,yes,yes,1
over_200,55,critical,business,18148,less_100,4_to_7yr,2,male_single,none,1,savings_insurance,32,stores,own,1,highly_qualified,1,yes,yes,1
0_to_200,39,existing_paid,radio_tv,14872,no_known_savings,1_to_4yr,1,female_div,none,1,car,35,none,own,4,highly_qualified,1,none,yes,0
less_0,41,existing_paid,domestic,1251,less_100,less_1yr,3,female_div,none,4,savings_insurance,39,bank,own,2,unskilled_resident,2,none,yes,1
no_checking,53,existing_paid,others,17667,100_to_500,over_7yr,3,male_single,none,1,car,69,bank,rent,3,skilled,1,none,yes,1
over_200,66,existing_paid,domestic,15127,less_100,4_to_7yr,2,female_div,none,4,car,66,none,own,3,highly_qualified,1,yes,yes,1
0_to_200,66,existing_paid,repairs,10482,no_known_savings,over_7yr,3,male_single,none,3,car,33,none,own,2,unskilled_resident,2,yes,yes,1
no_checking,65,delayed,retraining,4726,less_100,less_1yr,3,male_div,none,3,car,33,none,own,1,skilled,2,yes,yes,1
0_to_200,10,critical,domestic,17112,100_to_500,less_1yr,1,male_single,none,3,car,19,none,own,1,skilled,1,yes,yes,0
0_to_200,30,critical,car,765,less_100,less_1yr,4,female_div,none,1,car,42,none,free,2,highly_qualified,1,yes,yes,0
less_0,17,critical,others,12728,less_100,4_to_7yr,1,female_div,none,2,no_property,73,none,own,3,highly_qualified,2,none,yes,1
less_0,8,existing_paid,domestic,1441,less_100,less_1yr,4,male_single,none,1,savings_insurance,73,none,own,2,skilled,2,none,yes,1
